brand,detail,detail_desc,goods_desc,goods_id,goods_title,pl_id,scj_price,title,url,weight,zp_price
柑柑好,柑普茶,"生产年份：2017年,食品生产许可证：SC11444070504693",新会6年柑+5年宫廷熟普,8699674,柑柑好 柑普茶 如意令锦瑟 140g  一级 礼盒,3322,288.00元,黑茶,https://www.zuipin.cn/goods?id=8699674,140克,288.00元
益泡柑,柑普茶,"生熟：熟茶,规格：约12颗/罐,产地：广东省江门市,生产年份：2017年8月,食品生产许可证：SC11444070501720,储藏方法：干燥、通风、防污染、防异味,保质期：6年,包装规格：高18.5cm*直径12cm",办公常饮，呵护肠胃,8701443,益泡柑 代用茶 柑普茶 荣华新会小青柑 150g 黄罐,10636,180.00元,黑茶,https://www.zuipin.cn/goods?id=8701443,150克,180.00元
益泡柑,柑普茶,"生熟：熟茶,规格：18-25颗,产地：江门新会,生产年份：2017年,食品生产许可证：SC11444070501720,储藏方法：置于通风透气、无污染、无异味的环境下存放,保质期：六年",饭后常饮 消化无负担,8699459,益泡柑 代用茶 柑普茶 益泡·颂  小青柑 特级 圆罐250g,3225,580.00元,黑茶,https://www.zuipin.cn/goods?id=8699459,250克,580.00元
柑柑好,柑普茶,"规格：60g/罐,产地：广东江门市新会区,生产年份：2016年,食品生产许可证：SC11444070500858,储藏方法：通风干燥、无异味,保质期：3年,包装规格：直径10.5cm*高15cm",广东新会原产 三宝之一,8684337-1,柑柑好 代用茶 三年陈皮 一级 60g 单罐,3303,98.00元,黑茶,https://www.zuipin.cn/goods?id=8684337-1,60克,96.00元
益泡柑,柑普茶,"生熟：熟茶,产地：广东省江门市会城镇天马,生产年份：42949,食品生产许可证：SC11444070501720,储藏方法：通风透气、无污染、无异味存放,保质期：6年,包装规格：长26*宽5.5*高26cm",库存告急，卖完售罄,8699519,益泡柑 代用茶 柑普茶 陈皮普洱茶饼  2017年 一级 礼盒357g,3256,398.00元,黑茶,https://www.zuipin.cn/goods?id=8699519,357克,398.00元
柑柑好,柑普茶,"规格：35g/盒长8*宽8*高5.6cm,产地：广东江门市新会区,生产年份：2017,食品生产许可证：SC11444070500858,储藏方法：通风干燥、无异味,保质期：3年",7年宫廷老熟普 新会直供大红柑 好原料更好喝,8684335-1,柑柑好 代用茶 柑普茶 小不点之冬藏 一级 35g 单颗礼盒,3245,68.00元,黑茶,https://www.zuipin.cn/goods?id=8684335-1,35克,66.00元
柑柑好,柑普茶,"生熟：熟茶,规格：130g（12颗）,产地：广东江门市新会区,生产年份：2017年,食品生产许可证：sc11444070500858,储藏方法：在通风、干燥、无异味的环境下存储,保质期：3年",送好友、送同事的新潮茶礼 一泡一颗,8685092,柑柑好 代用茶 柑普茶 小新柑·缘起 小青柑  一级 130g,3115,298.00元,黑茶,https://www.zuipin.cn/goods?id=8685092,130克,298.00元
普秀,普洱茶,"规格：357g/饼,产地：云南省普洱市,生产年份：2014年6月,食品生产许可证：SC11453082103690,储藏方法：清洁、通风、避光、干燥、无异味无污染,保质期：越陈越香,等级：一级",贡茶厂制作 名山原料,8699760,普秀 普洱茶 2014 生茶 布朗青饼 357g/饼 黑茶,3367,195.00元,黑茶,https://www.zuipin.cn/goods?id=8699760,357克,195.00元
宽品,普洱茶,"规格：357g/饼,产地：云南西双版纳,生产年份：2015年,食品生产许可证：QS532814010718,储藏方法：在通风、阴凉、干燥、无异味、无污染环境下储存,保质期：在符合存储条件下适合长期保存,等级：一级,原料年份：2015年",大马帮非遗传承人杨丁章监制,8699885,宽品普洱茶 2015年 熟茶 晋韵 357g/饼,8645,508.00元,黑茶,https://www.zuipin.cn/goods?id=8699885,357克,508.00元
普秀,普洱茶,"规格：36g*8盒,产地：云南省普洱市,生产年份：2017年,食品生产许可证：SC11453082103690,储藏方法：清洁、通风、避光、干燥、无异味、无污染的环境,保质期：长期,包装规格：长29.2*宽11.4*高4.3cm",皇室贵族 御用茶,8699569,云南普洱茶集团 普秀普洱茶 2017年  生茶 品位板山 288g/砖,3276,298.00元,黑茶,https://www.zuipin.cn/goods?id=8699569,288克,298.00元
傣园普香,普洱茶,"产地：云南勐海,生产年份：2016年,食品生产许可证：SC11453282213885,储藏方法：在通风、阴凉、干燥、避光的环境,保质期：在适宜的条件下长期储存,原料年份：2016年",越存越好喝,8699654,傣园普香 普洱茶 2016年 生茶 南糯山 357g/饼 黑茶,3313,174.00元,黑茶,https://www.zuipin.cn/goods?id=8699654,357克,174.00元
普秀,普洱茶,"规格：357g/饼,产地：云南省普洱市,生产年份：2017年8月,食品生产许可证：SC11453082103690,储藏方法：清洁、通风、避光、干燥、无异味无污染,保质期：越陈越香,等级：一级",名山乔木大树 原料压制,8699761,普秀 普洱茶 2017 生茶 景迈万乔流香 357g/饼 黑茶,3368,238.00元,黑茶,https://www.zuipin.cn/goods?id=8699761,357克,238.00元
傣园普香,普洱茶,"产地：云南勐海,生产年份：2017年,食品生产许可证：SC11453282213885,储藏方法：在通风、阴凉、干燥、避光的环境,保质期：在适宜的条件下长期储存,原料年份：2017年",霸气强烈 山野气韵十足,8699652,傣园普香 普洱茶 2017年 生茶 班章 250g/砖 黑茶,3311,420.00元,黑茶,https://www.zuipin.cn/goods?id=8699652,250克,420.00元
芸茗,普洱茶,"产地：云南·临沧,食品生产许可证：SC11453282217223,储藏方法：清洁、通风、避光、干燥、无异味、无污染,保质期：符合贮存条件下适合长期保存,原料年份：2013年3月",名家山头茶 市场热门收藏,8699440,芸茗普洱茶 昔归 2013 生茶 357g/饼,3208,1280.00元,黑茶,https://www.zuipin.cn/goods?id=8699440,357克,1280.00元
老同志,普洱茶,"规格：200g/罐,产地：云南省安宁市,生产年份：2016年8月,食品生产许可证：SC11453018137408,储藏方法：清洁、通风、避光、干燥、无异味、无污染的环境,保质期：在适宜的条件下长期储存,包装规格：直径7.2cm*高15cm",一颗一泡 不用撬茶轻松泡,8699698,老同志普洱茶 2016年 熟 迷你小沱茶 200g/罐,3325,210.00元,黑茶,https://www.zuipin.cn/goods?id=8699698,200克,210.00元
普秀,普洱茶,"规格：357g/饼,产地：云南普洱,生产年份：2017年12月,食品生产许可证：SC11453082103690,储藏方法：清洁、通风、避光、干燥、无污染的环境,保质期：在符合贮存条件下适宜长期保存,等级：一级",甄选普洱板山产区毛茶精心拼配而成,8703489,普秀 普洱茶 2017年 生茶 百濮千叶 357g/饼 黑茶,11705,168.00元,黑茶,https://www.zuipin.cn/goods?id=8703489,357克,168.00元
普秀,普洱茶,"规格：357g/饼,产地：云南普洱,生产年份：2018年3月,食品生产许可证：SC11453082103690,储藏方法：清洁、通风、避光、干燥、无异味、无污染的环境,保质期：在符合贮存条件下，适宜长期保存,等级：一级,原料年份：2018年",致敬经典，全面升级,6931246260052,普秀 普洱茶 2018年 经典1908（生茶）357g/饼,12318,95.00元,黑茶,https://www.zuipin.cn/goods?id=6931246260052,357克,95.00元
芸茗,普洱茶,"产地：云南·临沧,食品生产许可证：SC11453282217223,储藏方法：清洁、通风、避光、干燥、无异味、无污染,保质期：符合贮存条件下适合长期保存,原料年份：2013年3月",茶界的茅台五粮液  送礼稀品,8699442,芸茗普洱茶 冰岛 2013 生茶 357g/饼,3210,3600.00元,黑茶,https://www.zuipin.cn/goods?id=8699442,357克,3600.00元
中茶,普洱茶,"规格：357g/饼,产地：云南临沧,生产年份：2017年11月,食品生产许可证：SC11453092134629,储藏方法：在清洁、通风、避光、干燥、无异味环境中存放,保质期：在符合标准的储藏条件下长期保存,原料年份：2015年",陈化后口感更适口，新老客都爱喝,8700149,中茶普洱茶 中茶茗香 三年陈 熟茶 357g/饼,8913,278.00元,黑茶,https://www.zuipin.cn/goods?id=8700149,357克,278.00元
傣园普香,普洱茶,"产地：云南勐海,生产年份：2016年,食品生产许可证：SC11453282232252,储藏方法：在通风、阴凉、干燥、避光的环境,保质期：在适宜的条件下长期储存,原料年份：2016年",生日贺岁送礼 生肖纪念茶,8699656,傣园普香 普洱茶 2016年 生茶 金猴送宝 400g/饼 黑茶,3315,222.00元,黑茶,https://www.zuipin.cn/goods?id=8699656,400克,222.00元
芸茗,普洱茶,"规格：357g/饼,产地：云南双江,生产年份：2017年4月,食品生产许可证：SC11453282217223,储藏方法：清洁，通风，避光，干燥，无异味，无污染,保质期：符合贮存条件下适合长期保存,等级：特级",正味山头茶，品饮收藏更佳,8700500,【老茶】芸茗普洱茶 昔归 熟茶 2012年 357g/饼,9186,1280.00元,黑茶,https://www.zuipin.cn/goods?id=8700500,357克,1280.00元
老同志,普洱茶,"规格：250g/罐,产地：云南省安宁市,生产年份：2017年8月,食品生产许可证：SC11453018137408,储藏方法：清洁、通风、避光、干燥、无异味、无污染的环境,保质期：在适宜的条件下长期储存,包装规格：直径8.2cm*高20cm",办公招待散装茶 好喝好冲泡,8699699,老同志普洱茶 2017年 熟 国宾普洱茶 250g/罐,3326,280.00元,黑茶,https://www.zuipin.cn/goods?id=8699699,250克,280.00元
行吉,普洱茶,"食品生产许可证：SC11453012417797,产地：云南临沧,规格：250g*4片,保质期：在符合产品标准的贮存条件下，适宜长期保存,储藏方法：避光、防潮、通风防异味、清洁,等级：特级,原料年份：2017年,生产年份：2017年8月,包装规格：长22.7*宽12.8cm*高7cm",传统压制，樟香与甜香明显，香气高亢,6931246260047,行吉 普洱茶 2017年 云普砖（熟茶）1000g/盒,12308,408.00元,黑茶,https://www.zuipin.cn/goods?id=6931246260047,1000克,408.00元
普秀,普洱茶,"规格：357g/饼,产地：云南普洱市思茅,生产年份：2016年,食品生产许可证：SC11453082103690,储藏方法：清洁、通风、避光、干燥、无异味,保质期：在适宜的条件下长期保存",【库存紧张，卖完售罄】生长在岩石上的普洱茶 带有特殊果香味,8684868,云南普洱茶集团 普秀普洱茶 2016年 生茶 岩韵 357g/饼,3039,530.00元,黑茶,https://www.zuipin.cn/goods?id=8684868,357克,530.00元
傣园普香,普洱茶,"产地：云南勐海,生产年份：2017年,食品生产许可证：SC11453282213885,储藏方法：在通风、阴凉、干燥、避光的环境,保质期：在适宜的条件下长期储存,原料年份：2017年",大吉大利 生肖纪念茶,8699657,傣园普香 普洱茶 2017年 熟茶 金鸡纳福 400g/饼 黑茶,3316,312.00元,黑茶,https://www.zuipin.cn/goods?id=8699657,400克,312.00元
老曼峨,普洱茶,"规格：357g/饼,产地：云南省西双版纳州,生产年份：2017年1月,食品生产许可证：SC11453282217303,储藏方法：清洁、通风、干燥、无异味,保质期：在符合储存条件下，适宜长期保存,等级：特级",特别定制版,8700927,老曼峨普洱茶 樟香 熟茶 2017年 357g/饼,9702,200.00元,黑茶,https://www.zuipin.cn/goods?id=8700927,357克,200.00元
普秀,普洱茶,"规格：357g/饼,产地：云南省普洱市,食品生产许可证：SC11453082103690,储藏方法：清洁、通风、避光、干燥,保质期：在符合贮存条件下适宜长期保存,原料年份：2015年",香糯甘甜 饱满绵长,8699832,普秀 普洱茶 2015年 熟茶 禾润普饼 357g/饼,3390,208.00元,黑茶,https://www.zuipin.cn/goods?id=8699832,357克,208.00元
中茶,安化黑茶,"规格：茯砖茶800g+湘尖茶50g,产地：湖南安化,生产年份：2018年8月,食品生产许可证：SC11443092300238,储藏方法：清洁干燥、无异味、无污染、无毒害的环境中,保质期：长期保存,等级：特级,包装规格：长24cm*宽13cm*高5cm,原料年份：2018年",金花茯茶与唐代贡品天尖茶完美组合,6931246262010,中茶百年木仓 安化黑茶 2018年中国梦福润天下茯砖茶+湘尖茶组合装 850g 礼盒,12723,498.00元,黑茶,https://www.zuipin.cn/goods?id=6931246262010,850克,498.00元
白沙溪,安化黑茶,"规格：8片/小罐*5小罐,产地：湖南安化,生产年份：2018年7月,食品生产许可证：SC11443092300115,储藏方法：通风、清洁、干燥无异味保存，品质更佳,保质期：长期保存,等级：一级,包装规格：长:31cm*宽:15cm*高:5.5cm",方便携带，略带松烟香,6931246262004,白沙溪安化黑茶 安化茗片黑茶小罐装 大师经典茗士之选 2018年240g,12514,598.00元,黑茶,https://www.zuipin.cn/goods?id=6931246262004,240克,598.00元
白沙溪,安化黑茶,"规格：80g/小盒*4小盒,产地：湖南安化,生产年份：2018年8月,食品生产许可证：SC11443092300115,储藏方法：通风、清洁、干燥无异味保存，品质更佳,保质期：长期保存,等级：一级,包装规格：长：31cm*宽:11cm*高:5cm",来自海拔800米的安化雪峰山脉高山野生茶,6931246262006,白沙溪安化黑茶 福天下伍年陈礼盒 320g,12500,358.00元,黑茶,https://www.zuipin.cn/goods?id=6931246262006,320克,358.00元
中茶,安化黑茶,"规格：700g/盒,产地：湖南安化,生产年份：2016年10月,食品生产许可证：QS430914010155,储藏方法：清洁干燥、无异味、无污染、无毒害的环境中,保质期：长期保存,等级：一级,包装规格：长24cm*宽13cm*高4cm,原料年份：2016年","中茶四大明星产品之一,两次茶博会均获得金奖的产品",6931246262009,中茶百年木仓 安化黑茶 2016年传承12年珍藏茯茶王 700g,12722,228.00元,黑茶,https://www.zuipin.cn/goods?id=6931246262009,700克,228.00元
白沙溪,安化黑茶,"规格：8片/小罐*5小罐,产地：湖南安化,生产年份：2018年5月,食品生产许可证：SC11443092300115,储藏方法：通风、清洁、干燥无异味保存，品质更佳,保质期：长期保存,等级：一级,包装规格：长:31cm*宽:15cm*高:5.5cm",经典小罐装，一片一泡,6931246262005,白沙溪安化黑茶 安化茗片黑茶小罐装 大师经典茗媛之选礼盒  2018年 240g,12517,598.00元,黑茶,https://www.zuipin.cn/goods?id=6931246262005,240克,598.00元
益泡柑,柑普茶,"生熟：熟茶,规格：8-11颗,产地：江门新会,生产年份：2017年,食品生产许可证：SC11444070501720,储藏方法：置于通风透气、无污染、无异味的环境下存放,保质期：六年",【库存较低，即将售罄】健身达人伴侣 维持好身材,8699460,益泡柑 代用茶 柑普茶 益泡·雅 大红柑  一级 方罐100g,3226,100.00元,黑茶,https://www.zuipin.cn/goods?id=8699460,100克,100.00元
益泡柑,柑普茶,"生熟：熟茶,规格：2-4颗,产地：江门新会,生产年份：2017年,食品生产许可证：SC11444070501720,储藏方法：置于通风透气、无污染、无异味的环境下存放,保质期：六年",【库存较低，即将售罄】久坐肠胃不畅通 常喝普洱茶 办公常备,8699461,益泡柑 代用茶 柑普茶 益泡·雅  二红柑  一级 方罐100g,3227,100.00元,黑茶,https://www.zuipin.cn/goods?id=8699461,100克,100.00元
柑柑好,柑普茶,"生熟：熟茶,规格：400g/罐,产地：江门新会,生产年份：2017年11月,食品生产许可证：SC11444070500858,储藏方法：在通风、干燥、清洁、无异味的环境下储存,保质期：3年,包装规格：高22.5*直径15cm",送好友 常喝肠年轻,8699493,柑柑好 代用茶 柑普茶 新柑仔·顽伴 二红柑  一级 圆罐400g,3247,368.00元,黑茶,https://www.zuipin.cn/goods?id=8699493,400克,368.00元
柑柑好,柑普茶,"生熟：熟茶,规格：138g（4颗）,产地：广东江门市新会区,生产年份：2016年,食品生产许可证：sc11444070500858,储藏方法：在通风、干燥、无异味的环境下存储,保质期：3年",饭后常喝 美食随心吃,8685096,柑柑好 代用茶 柑普茶 喫茶令·秋收 小青柑（大红柑）一级 138g,3119,298.00元,黑茶,https://www.zuipin.cn/goods?id=8685096,138克,298.00元
益泡柑,柑普茶,"生熟：熟茶,规格：2-4颗,产地：江门新会,生产年份：2017年,食品生产许可证：SC11444070501720,储藏方法：置于通风透气、无污染、无异味的环境下存放,保质期：六年",美食搭档 轻身不怕脂,8699462,益泡柑 代用茶 柑普茶 益泡·雅 小青柑  一级 方罐100g,3228,138.00元,黑茶,https://www.zuipin.cn/goods?id=8699462,100克,138.00元
柑柑好,柑普茶,"生熟：熟茶,规格：250g20-25颗,产地：广东江门市新会区,生产年份：2017年,食品生产许可证：sc11444070500858,储藏方法：在通风、干燥、无异味的环境下存储,保质期：3年",7年树龄小青柑搭配7年宫廷熟普 茶果香味蕾新体验,8685095,柑柑好 代用茶 柑普茶 新柑仔·甜心 小青柑 一级 250g,3118,588.00元,黑茶,https://www.zuipin.cn/goods?id=8685095,250克,588.00元
柑柑好,柑普茶,"生熟：熟茶,规格：250g20-25颗,产地：广东江门市新会区,生产年份：2017年,食品生产许可证：sc11444070500858,储藏方法：在通风、干燥、无异味的环境下存储,保质期：3年",充满童趣的棒棒糖设计 重拾儿时乐趣,8685094,柑柑好 2018年 柑普茶 新柑仔·密友 小青柑  一级 250g,3117,298.00元,黑茶,https://www.zuipin.cn/goods?id=8685094,250克,298.00元
藏顿,藏茶,"香型：陈香型,规格：2.5g*30泡,原料：上路茶,产地：四川雅安,生产年份：2018年8月,食品生产许可证：SC11451180300300,储藏方法：通风干燥无异味无污染,保质期：3年,等级：特级,包装规格：长21.5cm*宽16cm*高4.5cm",原味试装，香气原味 纯正,69312462114005,藏顿 雅安藏茶 2018年原味·袋泡茶 75g,12696,88.00元,黑茶,https://www.zuipin.cn/goods?id=69312462114005,75克,88.00元
藏顿,藏茶,"香型：陈香型,规格：8g*20泡,原料：上路茶,产地：四川雅安,生产年份：2018年3月,食品生产许可证：SC11451180300300,储藏方法：通风干燥无异味无污染,保质期：10年,等级：特级,包装规格：长12cm*宽25cm*高7cm",香气带陈香，持久耐冲泡，滋味滑润甘甜,69312462114003,藏顿 雅安藏茶 2018年藏金·禅茶 韵香 160g,12694,268.00元,黑茶,https://www.zuipin.cn/goods?id=69312462114003,160克,268.00元
藏顿,藏茶,"香型：花香,规格：2.7g*30泡,原料：上路茶+菊花,产地：四川雅安,生产年份：2018年8月,食品生产许可证：SC11451180300300,储藏方法：通风干燥无异味无污染,保质期：2年,等级：特级,包装规格：长21.5cm*宽16cm*高4.5cm",袋泡茶试饮方便快捷,69312462114006,藏顿 雅安藏茶 2018年菊花·袋泡茶 81g,12697,88.00元,黑茶,https://www.zuipin.cn/goods?id=69312462114006,81克,88.00元
藏顿,藏茶,"香型：陈香型,规格：8g*20泡,原料：上路茶,产地：四川雅安,生产年份：2018年3月,食品生产许可证：SC11451180300300,储藏方法：通风干燥无异味无污染,保质期：10年,等级：特级,包装规格：长12cm*宽25cm*高7cm",外形稍紧实，无脱层,69312462114004,藏顿 雅安藏茶 2018年藏黑·禅茶 醇香 160g,12695,268.00元,黑茶,https://www.zuipin.cn/goods?id=69312462114004,160克,268.00元
藏顿,藏茶,"香型：陈香型,规格：5g*15泡*2盒,原料：上路茶,产地：四川雅安,生产年份：2017年2月,食品生产许可证：SC11451180300300,储藏方法：通风干燥无异味无污染,保质期：10年,等级：特级,包装规格：长12.5cm*宽20cm*高7cm",滋味醇和，满口生津,69312462114002,藏顿 雅安藏茶 2017年生态原味黑金藏茶 150g,12693,288.00元,黑茶,https://www.zuipin.cn/goods?id=69312462114002,150克,288.00元
祥源,福鼎白茶,"规格：500g/盒,产地：福建太姥山,生产年份：2018年,食品生产许可证：SC11435098201919,储藏方法：通风干燥、清洁阴凉、无阳光直射、无异味,保质期：可长期保存,包装规格：长26cm*宽16cm*高7.5cm,原料年份：2018年",太姥山原产 微压技术 甜润柔美 清新芬芳,6931246268016,祥源 2018 新品上市福建太姥山荒野白茶 500g 礼盒,12833,780.00元,白茶,https://www.zuipin.cn/goods?id=6931246268016,500克,780.00元
太姥瑞祥龙,福鼎白茶,"规格：5g*6泡*8小盒,产地：宁德福鼎,生产年份：2018年7月,食品生产许可证：SC11435098203502,储藏方法：常温、避光、干燥、密封存放,保质期：在密封、干燥、避光、无异味条件下可长期存放，十五年内品饮最佳,包装规格：长9.5cm*宽11cm*高22.5cm,原料年份：2015年",巧克力白茶，商务旅行，携带方便、冲泡随心,6931246268018,太姥瑞祥龙 福鼎白茶 2015年特级寿眉巧克力紧压茶 荼省心1541  240g,12838,198.00元,白茶,https://www.zuipin.cn/goods?id=6931246268018,240克,198.00元
祥源,福鼎白茶,"规格：357g/饼,产地：福建福鼎,生产年份：2017年,食品生产许可证：QS350914012014,储藏方法：通风干燥、清洁阴凉、无阳光直射、无异味,保质期：可长期保存,原料年份：2017年",山野气息 纯净自然  金银花香 自然清爽,6931246268015,祥源 2017年 正宗福鼎高山生态小白茶寿眉 357g/饼,12835,368.00元,白茶,https://www.zuipin.cn/goods?id=6931246268015,357克,368.00元
太姥瑞祥龙,福鼎白茶,"规格：5g*6泡*8小盒,产地：宁德福鼎,生产年份：2018年7月,食品生产许可证：SC11435098203502,储藏方法：常温、避光、干燥、密封存放,保质期：在密封、干燥、避光、无异味条件下可长期存放，十五年内品饮最佳,包装规格：长9.5cm*宽11cm*高22.5cm,原料年份：2016年",巧克力白茶，商务旅行，携带方便、冲泡随心,6931246268019,太姥瑞祥龙 福鼎白茶 2016年二级白牡丹巧克力紧压茶 荼省心1623  240g,12839,269.00元,白茶,https://www.zuipin.cn/goods?id=6931246268019,240克,269.00元
大沁,福鼎白茶,"规格：1000g/饼礼盒长42.2*宽35*,产地：福建宁德福鼎,生产年份：2016年,食品生产许可证：SC11435098202913,储藏方法：清凉、无异味、阴凉干燥处,保质期：在符合存储条件下15年内饮用醉佳",一品一码 限量收藏,8684260,大沁白茶 2016年 寿眉 凤鸾同沁 一级 1000g,2827,799.00元,白茶,https://www.zuipin.cn/goods?id=8684260,1000克,799.00元
大沁,福鼎白茶,"规格：100g/盒礼盒长13.5*宽13.5,产地：福建宁德福鼎,生产年份：2012年,食品生产许可证：SC11435098202913,储藏方法：清凉、无异味、阴凉干燥处,保质期：在符合存储条件下15年内饮用醉佳",有机茶园 毫香蜜韵,8684262,【老茶】大沁白茶 2012年春 白牡丹 五年陈 一级 100g,2829,358.00元,白茶,https://www.zuipin.cn/goods?id=8684262,100克,358.00元
大沁,福鼎白茶,"规格：300g/饼,产地：福建宁德福鼎,生产年份：2014年,食品生产许可证：SC11435098202913,储藏方法：清凉、无异味、阴凉干燥处,保质期：在符合存储条件下15年内饮用醉佳",2014年马年纪念饼 收藏款,8684606,大沁白茶 2014年 甲午马年 白牡丹饼 一级 300g/饼,2969,588.00元,白茶,https://www.zuipin.cn/goods?id=8684606,300克,588.00元
大沁,福鼎白茶,"规格：300g/饼,产地：福建省宁德市,生产年份：2017年12月,食品生产许可证：SC11435098202913,储藏方法：常温、避光、阴凉干燥处,保质期：15年,原料年份：2017年",欧盟出口标准,8699697,大沁 福鼎白茶 2017年 绝代芳华 白牡丹 300g/饼,3331,338.00元,白茶,https://www.zuipin.cn/goods?id=8699697,300克,338.00元
醉品叶界,福鼎白茶,"规格：5g*18罐,产地：福建福鼎,食品生产许可证：SC11435098201148,储藏方法：避光、干燥、密封存放,保质期：在适宜的条件下长期储存,包装规格：长37cm*宽26cm*高7.3cm",八年研制的怀旧之作,8699590,醉品叶界  吴志坚大师茶代表作  白牡丹 2017春茶 90g,3306,1200.00元,白茶,https://www.zuipin.cn/goods?id=8699590,90克,588.00元
大沁,福鼎白茶,"规格：100g/盒礼盒长13.5*宽13.5,产地：福建宁德福鼎,生产年份：2012年,食品生产许可证：SC11435098202913,储藏方法：清凉、无异味、阴凉干燥处,保质期：在符合存储条件下15年内饮用醉佳",药香、枣香,8684264,【老茶】大沁白茶 2012年春 寿眉 五年陈 一级 100g,2831,158.00元,白茶,https://www.zuipin.cn/goods?id=8684264,100克,158.00元
大沁,福鼎白茶,"规格：300g/饼,产地：福建省宁德市,生产年份：2017年12月,食品生产许可证：SC11435098202913,储藏方法：常温、避光、阴凉干燥处,保质期：15年,原料年份：2017年",欧盟出口 安心好茶,8699696,大沁 福鼎白茶 2017年 绝代芳华 寿眉饼 300g/饼,3332,168.00元,白茶,https://www.zuipin.cn/goods?id=8699696,300克,168.00元
醉品叶界,福鼎白茶,"规格：357g/饼礼盒：长27.7*宽27.7*高8.5cm,产地：福建福鼎太姥山,生产年份：2012年,食品生产许可证：QS350914012094,储藏方法：通风阴凉干燥、无异味,保质期：符合存储条件下可长期储存",市场潮流品类 100盒专属定制,ZPLYDZ1705,醉品叶界 吴月萍大师代表作 寿眉饼 2012年 357g 福鼎白茶,3102,1150.00元,白茶,https://www.zuipin.cn/goods?id=ZPLYDZ1705,357克,520.00元
其他品牌,福鼎白茶,"规格：350g/饼,产地：福建福鼎,生产年份：2017年6月,食品生产许可证：SC11435098203502,储藏方法：常温、避光、干燥、密封存放,保质期：在密封、干燥、避光、无异味条件下可长期存放，十五年内品饮最佳,原料年份：2013年",陈年特级5年老寿眉,6931246268013,太姥瑞祥龙 福鼎白茶 太姥山韵·石奇 特级寿眉 350g/饼,12559,288.00元,白茶,https://www.zuipin.cn/goods?id=6931246268013,350克,288.00元
大沁,福鼎白茶,"规格：350g/饼,产地：福建省宁德市,生产年份：2018年2月,食品生产许可证：SC11435098202913,储藏方法：常温、避光、阴凉干燥处,保质期：在符合条件下长期储存,原料年份：2013年",5年陈茶，陈香明显,8703581,大沁 福鼎白茶 金犬旺福 2013年 紧压寿眉 350g/饼,11929,388.00元,白茶,https://www.zuipin.cn/goods?id=8703581,350克,388.00元
大沁,福鼎白茶,"规格：80g/盒,产地：福建省宁德市,生产年份：2018年4月,食品生产许可证：SC11435098202913,储藏方法：常温、避光、阴凉干燥处,保质期：在符合条件下长期储存,包装规格：长13.5cm*宽13.5cm*6.5cm,原料年份：2018年",新茶银针，毫香突显,8703580,大沁 福鼎白茶 2018年春 白毫银针 80g,11928,428.00元,白茶,https://www.zuipin.cn/goods?id=8703580,80克,428.00元
太姥瑞祥龙,福鼎白茶,"规格：350g/饼,产地：福建福鼎,生产年份：2018年6月,食品生产许可证：SC11435098203502,储藏方法：常温、避光、干燥、密封存放,保质期：在密封、干燥、避光、无异味条件下可长期存放，十五年内品饮最佳,原料年份：2016年",二级白牡丹春茶毫显香醇,6931246268014,太姥瑞祥龙 福鼎白茶 太姥山韵·洞幽 二级白牡丹 350g/饼,12560,319.00元,白茶,https://www.zuipin.cn/goods?id=6931246268014,350克,319.00元
大沁,福鼎白茶,"规格：100g/盒礼盒长13.5*宽13.5,产地：福建宁德福鼎,生产年份：2014年,食品生产许可证：SC11435098202913,储藏方法：清凉、无异味、阴凉干燥处,保质期：在符合存储条件下15年内饮用醉佳",花香、毫香,8684265,大沁白茶 2014年春 白牡丹 三年陈 一级 100g,2832,238.00元,白茶,https://www.zuipin.cn/goods?id=8684265,100克,238.00元
一叶九鼎,福鼎白茶,"规格：250g/砖,产地：福建宁德,生产年份：42819,食品生产许可证：SC11435098201148,储藏方法：常温、密封、干燥、避光、无异味,保质期：在适宜条件下长期储存,原料年份：2017年",已涨价，库存告急，卖完售罄,8699491,【福鼎白茶传统工艺大师吴志坚亲制】一叶九鼎 福鼎白茶 九鼎心砖 250g 老枞白茶 2014年贡眉  白茶砖,3231,259.00元,白茶,https://www.zuipin.cn/goods?id=8699491,250克,259.00元
琪明,武夷岩茶,"规格：50g/罐,产地：武夷山,食品生产许可证：SC11435078204357,采摘季节：春季,储藏方法：通风、干燥、清洁、阴凉、无阳光直射,保质期：36个月内饮用口感醉佳,等级：特级,包装规格：直径7.5cm*高8.6cm",9年老茶 陈香显,8684277,【非遗大师王顺明亲制老茶】琪明 武夷岩茶 2008年春茶 乌龙茶 大红袍陈茶 中足火 特级 50g 单罐,2836,328.00元,乌龙茶,https://www.zuipin.cn/goods?id=8684277,50克,312.00元
程源,普洱茶,"规格：357g/饼,产地：勐海,生产年份：2017年8月,食品生产许可证：SC11453282239965,储藏方法：清洁、通风、避光、干燥、无异味、无污染的环境,保质期：在适宜的条件下长期储存,等级：二级",库存告急，卖完售罄,8699705,程源普洱茶 2017年 生 景迈 357g/饼,3334,260.00元,黑茶,https://www.zuipin.cn/goods?id=8699705,357克,260.00元
